Date,BTC_Price,MVRV
2012-01-18 0:00,5.91705,0.195677289
2012-01-19 0:00,6.354317143,0.299868368
2012-01-20 0:00,6.37286,0.310240782
2012-01-21 0:00,6.165864,0.239167964
2012-01-22 0:00,6.306594,0.271982839
2012-01-23 0:00,6.343111579,0.306444589
2012-01-24 0:00,6.267583333,0.276352613
2012-01-25 0:00,5.795209444,0.161556099
2012-01-26 0:00,5.335037059,0.041685444
2012-01-27 0:00,5.288307143,0.031176774
2012-01-28 0:00,5.630534444,0.134218543
2012-01-29 0:00,5.38777,0.063302094
2012-01-30 0:00,5.490466667,0.090315875
2012-01-31 0:00,5.495631429,0.089107553
2012-02-01 0:00,6.07439125,0.243561531
2012-02-02 0:00,6.100066667,0.251810903
2012-02-03 0:00,5.95465,0.209956818
2012-02-04 0:00,5.872845,0.188189104
2012-02-05 0:00,5.684396667,0.129121001
2012-02-06 0:00,5.48982,0.078239953
2012-02-07 0:00,5.633037778,0.138392449
2012-02-08 0:00,5.59998,0.135116863
2012-02-09 0:00,5.839615431,0.181659268
2012-02-10 0:00,5.9169264,0.205716856
2012-02-11 0:00,5.6005,0.116711078
2012-02-12 0:00,5.51468,0.092655255
2012-02-13 0:00,5.285192188,0.06147187
2012-02-14 0:00,4.433381818,-0.174357153
2012-02-15 0:00,4.271745455,-0.184047309
2012-02-16 0:00,4.26945,-0.217686591
2012-02-17 0:00,4.39621,-0.187755689
2012-02-18 0:00,4.237289091,-0.200927684
2012-02-19 0:00,4.3784025,-0.173760055
2012-02-20 0:00,4.37299,-0.171646954
2012-02-21 0:00,4.30254,-0.189740503
2012-02-22 0:00,4.446645833,-0.149747035
2012-02-23 0:00,5.0195252,0.003973115
2012-02-24 0:00,5.02920125,0.005955077
2012-02-25 0:00,4.780245455,-0.064850007
2012-02-26 0:00,4.9259825,-0.023047487
2012-02-27 0:00,4.959988,-0.014561507
2012-02-28 0:00,4.862755,-0.041133108
2012-02-29 0:00,4.860007083,-0.031616297
2012-03-01 0:00,4.92133,-0.0152387
2012-03-02 0:00,4.716741429,-0.069449805
2012-03-03 0:00,4.617961429,-0.088987439
2012-03-04 0:00,4.825593333,-0.038294006
2012-03-05 0:00,4.978101429,-0.043197239
2012-03-06 0:00,4.994195833,0.007198433
2012-03-07 0:00,4.9224075,-0.012712456
2012-03-08 0:00,4.93016,-0.010256019
2012-03-09 0:00,4.862108,-0.028814324
2012-03-10 0:00,4.46,-0.035199118
2012-03-11 0:00,4.882311538,-0.017672949
2012-03-12 0:00,4.903366667,-0.015571848
2012-03-13 0:00,5.274978,0.086110063
2012-03-14 0:00,5.386665,0.114679169
2012-03-15 0:00,5.197815,0.103041146
2012-03-16 0:00,5.34374,0.098947543
2012-03-17 0:00,5.1806025,0.054565855
2012-03-18 0:00,5.279683333,0.076274055
2012-03-19 0:00,4.694544,-0.084735591
2012-03-20 0:00,4.837455833,-0.037727538
2012-03-21 0:00,4.80403,-0.043086096
2012-03-22 0:00,4.73014,-0.05575325
2012-03-23 0:00,4.675243333,-0.080000403
2012-03-24 0:00,4.66696,-0.077821687
2012-03-25 0:00,4.55001,-0.108972079
2012-03-26 0:00,4.621338333,-0.077855087
2012-03-27 0:00,4.810291538,-0.034839941
2012-03-28 0:00,4.8102475,-0.035001746
2012-03-29 0:00,4.756541364,-0.045424758
2012-03-30 0:00,4.8591425,0.00019907
